date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
2006-05-12,2.19,1.37,5.39,0.19,0.35,1.56,4.60,136.23,309.43,3.35
2006-05-13,0.12,2.25,5.27,0.18,0.32,2.43,3.84,227.76,281.68,3.44
2006-05-14,6.51,1.93,5.77,0.15,0.27,2.09,4.16,187.52,296.21,2.67
2006-05-15,5.06,1.04,6.87,0.25,0.47,1.27,5.56,101.85,327.51,5.24
2006-05-16,5.81,1.19,7.67,0.80,1.46,1.42,5.74,108.55,329.90,5.19
2006-05-17,5.85,1.35,9.87,1.51,2.77,1.55,6.92,133.39,335.61,4.39
2006-05-18,1.22,2.10,11.70,2.22,4.07,2.34,6.85,153.47,338.87,5.70
2006-05-19,0.10,2.01,9.89,1.01,1.86,2.16,6.51,192.21,321.39,3.06
2006-05-20,0.00,1.74,7.71,0.65,1.19,1.74,5.16,147.31,319.68,4.04
2006-05-21,0.00,2.50,6.04,0.45,0.82,2.51,4.17,255.88,282.02,4.22
2006-05-22,1.30,2.28,5.48,0.37,0.67,2.54,3.75,198.03,292.41,5.34
2006-05-23,1.66,2.44,6.12,0.26,0.48,2.67,4.14,237.56,287.34,4.63
2006-05-24,2.51,2.54,7.26,0.31,0.57,2.80,4.72,252.95,290.96,5.60
2006-05-25,0.81,2.66,7.35,0.29,0.54,2.92,4.64,259.07,289.59,5.75
2006-05-26,6.13,1.27,6.57,0.23,0.42,1.48,5.26,123.54,321.93,4.24
2006-05-27,8.86,2.13,10.18,0.44,0.80,2.40,6.30,183.10,325.87,6.48
2006-05-28,4.35,2.30,9.24,0.66,1.21,2.55,5.67,201.60,315.93,5.49
2006-05-29,2.37,2.24,6.62,1.00,1.82,2.53,4.34,185.04,304.52,6.94
2006-05-30,0.50,2.27,7.10,1.04,1.90,2.58,4.57,189.10,306.61,7.47
2006-05-31,1.64,2.38,7.80,0.78,1.43,2.59,4.27,175.90,311.33,4.14
2006-06-01,0.06,1.81,11.21,0.61,1.11,1.91,6.86,130.33,344.10,6.06
2006-06-02,2.47,2.48,12.46,0.48,0.87,2.76,6.99,167.75,340.99,7.56
2006-06-03,0.35,1.66,10.62,0.38,0.70,1.88,6.53,113.92,345.12,5.06
2006-06-04,0.00,1.75,10.61,0.28,0.51,1.75,6.70,147.91,337.33,1.94
2006-06-05,0.08,2.12,11.38,0.25,0.46,2.22,7.00,180.97,333.56,3.13
2006-06-06,0.10,3.19,13.78,0.27,0.50,3.30,7.54,255.66,327.22,3.28
2006-06-07,0.00,2.48,12.20,0.22,0.40,2.48,7.25,209.73,331.05,3.01
2006-06-08,0.08,2.48,12.28,0.20,0.37,2.58,7.36,211.11,331.41,3.29
2006-06-09,0.00,1.84,11.69,0.18,0.33,1.84,7.59,167.30,339.33,4.79
2006-06-10,0.03,2.79,12.69,0.16,0.30,2.86,7.60,254.33,324.00,6.38
2006-06-11,1.65,3.56,15.56,0.16,0.30,3.76,8.43,269.20,334.37,4.75
2006-06-12,0.09,2.86,14.07,0.15,0.28,3.03,7.54,190.85,344.49,5.64
2006-06-13,0.25,3.72,13.35,0.18,0.32,3.97,6.14,230.30,327.86,6.89
2006-06-14,0.00,3.55,11.90,0.12,0.22,3.55,6.75,323.99,301.94,3.26
2006-06-15,0.36,2.47,13.52,0.12,0.23,2.62,7.27,172.19,346.17,3.19
2006-06-16,3.58,0.82,13.75,0.13,0.24,0.93,8.78,64.08,361.28,2.75
2006-06-17,7.04,0.80,13.32,0.17,0.30,0.92,8.60,64.12,359.24,2.96
2006-06-18,6.12,1.64,12.98,0.23,0.41,1.81,8.29,133.47,353.45,3.89
2006-06-19,0.77,1.22,11.23,0.42,0.77,1.43,7.85,122.80,347.41,4.99
2006-06-20,3.01,2.38,11.39,0.38,0.70,2.62,6.84,202.07,329.23,5.59
2006-06-21,1.18,2.01,10.86,0.34,0.63,2.29,6.59,148.92,338.79,7.37
2006-06-22,1.19,2.59,11.84,0.30,0.55,2.83,7.05,226.08,326.02,5.86
2006-06-23,3.69,1.74,11.38,0.23,0.41,1.93,7.13,138.97,344.14,3.93
2006-06-24,4.13,2.38,10.85,0.46,0.84,2.58,6.41,197.86,326.83,4.37
2006-06-25,0.00,2.83,10.07,0.44,0.80,2.83,5.77,251.17,308.72,3.21
2006-06-26,0.00,2.87,9.92,0.29,0.52,2.87,5.28,251.64,305.78,1.80
2006-06-27,0.00,2.81,11.82,0.21,0.38,2.81,5.82,212.38,325.22,2.45
2006-06-28,1.60,3.53,12.75,0.16,0.29,3.71,6.82,297.29,311.49,3.77
2006-06-29,0.56,2.65,15.81,0.14,0.25,2.82,8.57,166.56,359.43,4.20
2006-06-30,0.22,1.88,14.84,0.12,0.22,2.05,8.81,123.47,364.34,4.38
2006-07-01,0.00,3.61,15.63,0.11,0.20,3.61,8.34,267.28,334.22,4.93
2006-07-02,0.74,1.89,14.02,0.10,0.18,2.02,8.74,150.71,354.27,2.82
2006-07-03,0.00,0.73,12.63,0.10,0.18,0.73,8.58,70.42,355.80,2.56
2006-07-04,0.00,1.73,13.11,0.09,0.17,1.73,8.75,161.31,347.65,3.65
2006-07-05,0.00,2.65,13.89,0.09,0.16,2.65,9.00,235.59,335.49,2.26
2006-07-06,0.50,3.02,16.58,0.08,0.15,3.13,9.52,226.52,349.58,2.74
2006-07-07,0.49,3.30,14.35,0.07,0.14,3.49,7.44,239.47,332.34,4.52
2006-07-08,1.47,2.82,12.38,0.07,0.13,3.03,6.68,213.45,328.48,4.68
2006-07-09,0.00,1.78,13.81,0.07,0.13,1.78,8.51,135.00,356.14,3.91
2006-07-10,1.69,2.51,13.85,0.07,0.12,2.71,7.86,183.21,344.51,4.85
2006-07-11,1.96,2.90,13.52,0.07,0.13,3.15,7.32,202.60,337.11,6.90
2006-07-12,0.03,2.64,13.73,0.06,0.11,2.70,7.21,147.94,351.39,6.58
2006-07-13,0.00,2.76,12.52,0.06,0.12,2.76,6.75,190.31,334.21,6.80
2006-07-14,0.00,3.46,13.10,0.05,0.10,3.46,7.35,303.56,309.83,3.02
2006-07-15,0.00,4.28,15.83,0.05,0.10,4.28,7.78,334.68,312.88,2.58
2006-07-16,0.08,3.64,17.01,0.05,0.09,3.71,7.68,201.70,352.20,4.33
2006-07-17,1.00,2.37,17.39,0.06,0.10,2.56,10.42,160.96,366.55,5.26
2006-07-18,0.11,2.04,17.39,0.06,0.11,2.17,11.10,160.00,366.34,3.15
2006-07-19,0.00,2.12,16.29,0.06,0.11,2.12,10.26,170.17,359.00,4.57
2006-07-20,0.15,1.77,15.28,0.06,0.11,1.94,9.97,154.17,357.41,3.79
2006-07-21,13.21,1.92,16.66,0.06,0.12,2.03,10.84,158.66,362.70,2.44
2006-07-22,0.07,1.29,15.36,0.11,0.20,1.39,10.22,110.48,366.50,2.91
2006-07-23,0.01,2.17,16.50,0.10,0.19,2.18,9.83,156.30,362.27,3.30
2006-07-24,0.47,2.54,16.73,0.09,0.16,2.67,9.22,171.69,359.17,2.99
2006-07-25,3.14,3.20,18.25,0.08,0.14,3.31,10.05,228.05,353.05,2.52
2006-07-26,0.15,2.43,17.13,0.08,0.14,2.51,10.78,194.76,356.32,1.84
2006-07-27,1.76,2.14,16.62,0.07,0.14,2.23,10.70,176.92,357.53,1.97
2006-07-28,0.13,1.38,15.68,0.08,0.15,1.46,10.38,116.67,365.79,1.80
2006-07-29,0.78,1.68,16.66,0.08,0.15,1.85,10.61,129.01,367.66,4.39
2006-07-30,1.82,2.95,16.30,0.08,0.15,3.09,9.07,223.14,342.25,3.07
2006-07-31,4.91,2.63,14.86,0.08,0.14,2.80,8.54,207.61,338.71,3.87
2006-08-01,29.21,1.28,13.67,0.71,1.30,1.44,9.24,122.09,354.66,3.82
2006-08-02,0.42,0.84,13.14,1.34,2.46,1.07,8.56,56.89,358.39,6.58
2006-08-03,0.80,1.53,13.15,0.57,1.04,1.72,8.10,108.89,355.27,4.64
2006-08-04,0.00,1.69,14.62,0.35,0.63,1.69,8.91,129.80,356.61,2.75
2006-08-05,2.19,2.74,18.82,0.23,0.43,2.91,10.91,182.38,363.41,4.49
2006-08-06,0.02,2.61,16.50,0.18,0.32,2.64,9.47,183.34,350.76,5.56
2006-08-07,0.44,2.15,13.38,0.14,0.25,2.37,7.53,145.17,344.54,5.23
2006-08-08,2.93,1.46,12.34,0.12,0.21,1.64,7.67,108.88,350.12,4.16
2006-08-09,7.17,1.77,12.17,0.12,0.21,2.08,7.38,112.72,347.74,9.45
2006-08-10,5.08,1.67,12.66,0.15,0.27,1.96,7.82,118.18,348.49,8.55
2006-08-11,0.27,1.52,12.41,0.26,0.47,1.73,7.48,98.21,352.69,4.97
2006-08-12,0.81,1.57,12.06,0.21,0.38,1.75,7.22,108.23,347.57,4.21
2006-08-13,1.51,1.07,12.08,0.16,0.29,1.27,8.08,92.63,352.32,4.95
2006-08-14,0.24,1.41,12.16,0.14,0.25,1.60,7.56,102.97,349.29,4.46
2006-08-15,2.05,1.39,11.57,0.12,0.22,1.53,7.16,110.68,343.57,2.80
2006-08-16,0.63,1.09,12.60,0.11,0.20,1.23,8.38,96.25,352.93,3.16
2006-08-17,0.16,1.34,14.08,0.11,0.19,1.45,9.15,118.97,353.14,2.58
2006-08-18,1.45,1.20,14.71,0.10,0.18,1.38,9.88,117.80,356.02,4.37
2006-08-19,9.12,0.96,14.20,0.11,0.20,1.11,9.63,92.01,360.42,4.00
2006-08-20,1.47,0.99,13.87,0.28,0.51,1.10,9.16,85.22,360.88,2.66
2006-08-21,1.72,1.24,13.67,0.38,0.70,1.35,8.79,108.88,352.75,2.19
2006-08-22,1.00,1.48,13.70,0.28,0.51,1.57,8.53,130.59,345.66,1.86
2006-08-23,1.18,1.36,14.25,0.23,0.41,1.47,8.69,108.11,354.94,2.38
2006-08-24,2.56,1.31,12.21,0.23,0.41,1.41,7.69,116.56,341.75,1.96
2006-08-25,0.00,1.79,12.40,0.23,0.41,1.79,7.50,169.30,323.85,1.87
2006-08-26,1.36,1.41,13.66,0.18,0.33,1.55,8.41,112.88,349.30,3.34
2006-08-27,1.36,1.63,12.45,0.16,0.29,1.82,7.53,135.73,334.50,4.07
2006-08-28,2.75,1.83,11.78,0.16,0.30,2.04,7.07,161.32,320.85,4.64
2006-08-29,0.91,1.46,11.87,0.17,0.31,1.69,7.10,87.28,347.63,5.63
2006-08-30,0.07,2.16,12.58,0.14,0.25,2.30,6.82,159.04,322.45,4.96
2006-08-31,3.25,1.56,14.29,0.12,0.23,1.69,8.63,132.80,342.91,2.91
2006-09-01,1.78,1.25,13.86,0.19,0.34,1.39,8.73,107.83,348.94,3.11
2006-09-02,0.39,1.63,12.29,0.17,0.31,1.79,7.14,134.83,328.70,3.37
2006-09-03,1.42,1.35,12.65,0.13,0.24,1.51,7.68,106.52,341.89,3.64
2006-09-04,0.07,1.78,12.66,0.11,0.20,1.92,7.21,113.73,337.62,5.95
2006-09-05,3.46,0.59,10.92,0.11,0.21,0.70,7.48,52.36,347.85,3.18
2006-09-06,5.26,1.36,13.22,0.14,0.25,1.60,8.24,106.07,343.57,6.23
2006-09-07,0.68,1.67,11.56,0.33,0.60,1.90,6.61,112.63,330.01,5.28
2006-09-08,0.00,1.80,11.68,0.28,0.51,1.80,6.61,172.68,302.98,3.12
2006-09-09,0.00,1.57,11.31,0.18,0.33,1.57,6.81,168.52,303.36,2.38
2006-09-10,0.00,1.40,12.93,0.14,0.25,1.40,7.89,135.92,326.43,2.90
2006-09-11,0.88,1.36,16.07,0.12,0.22,1.49,9.28,89.24,361.33,3.17
2006-09-12,2.47,1.28,15.48,0.11,0.20,1.36,9.82,132.28,340.99,1.74
2006-09-13,0.69,1.65,15.73,0.11,0.20,1.85,9.34,124.08,343.66,5.27
2006-09-14,19.87,0.61,14.42,0.25,0.46,0.72,9.76,61.02,363.07,3.49
2006-09-15,0.20,0.84,12.81,0.78,1.43,0.94,8.36,83.27,345.96,2.39
2006-09-16,0.10,0.93,13.06,0.51,0.94,1.05,8.65,99.59,339.50,3.94
2006-09-17,2.32,1.01,14.30,0.35,0.64,1.13,9.05,95.32,346.54,2.99
2006-09-18,3.83,0.86,12.39,0.28,0.50,0.99,8.00,77.23,344.73,3.33
2006-09-19,2.88,1.74,12.29,0.33,0.61,2.02,7.03,105.55,327.65,7.95
2006-09-20,7.03,1.05,14.75,0.29,0.53,1.25,9.10,58.92,363.61,5.53
2006-09-21,0.66,0.89,15.82,0.48,0.88,1.04,10.04,66.12,364.46,4.28
2006-09-22,9.19,1.37,15.18,0.51,0.93,1.54,8.48,73.65,357.09,4.15
2006-09-23,0.00,1.18,13.53,1.14,2.08,1.18,8.59,145.69,312.24,3.15
2006-09-24,5.70,0.13,12.62,0.86,1.57,0.18,8.92,28.35,355.54,4.31
2006-09-25,1.12,0.58,13.45,1.14,2.10,0.66,9.12,74.56,346.93,2.21
2006-09-26,4.81,0.56,12.95,1.14,2.09,0.63,8.55,61.09,350.71,1.95
2006-09-27,1.71,0.66,13.66,0.88,1.61,0.79,8.88,52.26,358.17,3.92
2006-09-28,0.02,1.09,13.32,0.76,1.39,1.11,7.97,76.53,341.82,4.55
2006-09-29,6.19,0.64,12.07,0.86,1.57,0.72,7.91,76.01,335.81,2.23
2006-09-30,0.27,0.70,10.95,1.82,3.33,0.79,7.29,104.51,311.82,2.04
2006-10-01,36.20,0.33,10.78,3.41,6.25,0.40,7.91,51.89,342.41,2.97
2006-10-02,0.93,0.29,11.28,9.21,16.86,0.40,7.84,24.28,349.61,4.95
2006-10-03,1.26,0.76,10.23,3.25,5.95,0.91,6.60,62.54,330.07,3.72
2006-10-04,0.32,0.61,7.95,2.17,3.97,0.71,5.59,92.46,295.69,2.20
2006-10-05,3.86,0.62,9.82,1.65,3.01,0.71,6.48,83.83,310.98,2.38
2006-10-06,17.29,0.55,11.79,5.52,10.10,0.67,7.82,61.99,336.52,3.43
2006-10-07,0.46,1.47,10.62,5.70,10.44,1.77,6.15,59.26,329.24,8.29
2006-10-08,0.16,0.95,12.24,3.32,6.08,1.13,7.27,52.82,342.58,4.53
2006-10-09,0.01,1.15,11.77,2.47,4.53,1.18,6.86,79.98,317.13,5.72
2006-10-10,0.12,0.64,9.85,1.80,3.30,0.77,6.54,91.48,298.24,3.79
2006-10-11,26.99,0.41,13.53,4.99,9.14,0.60,9.13,26.41,359.86,8.07
2006-10-12,0.00,0.81,12.01,10.68,19.55,0.81,7.28,71.79,321.94,4.27
2006-10-13,0.00,0.62,11.38,4.30,7.88,0.62,7.16,57.49,329.86,3.56
2006-10-14,0.00,0.52,11.39,3.10,5.67,0.52,7.46,82.30,308.46,3.80
2006-10-15,0.25,0.27,8.99,2.41,4.41,0.33,6.53,89.03,288.77,2.30
2006-10-16,0.00,0.27,7.82,1.91,3.50,0.27,6.04,63.71,303.59,2.57
2006-10-17,12.52,0.24,9.57,1.53,2.79,0.30,6.99,37.33,335.58,2.66
2006-10-18,27.11,0.34,9.87,7.20,13.18,0.47,7.12,32.95,340.23,5.10
2006-10-19,14.91,0.17,10.48,16.80,30.76,0.26,7.58,16.84,345.85,6.18
2006-10-20,16.94,0.05,11.87,9.77,17.88,0.07,8.41,16.18,352.28,4.14
2006-10-21,8.21,0.15,11.03,14.51,26.56,0.21,8.00,30.13,346.32,4.14
2006-10-22,12.13,0.09,9.82,7.30,13.36,0.11,7.13,46.20,323.53,1.59
2006-10-23,11.63,0.30,8.92,10.58,19.37,0.39,6.48,32.79,331.40,3.41
2006-10-24,5.62,0.46,7.87,9.09,16.65,0.60,5.57,14.63,332.01,4.18
2006-10-25,54.72,0.59,8.10,13.48,24.68,0.78,5.80,25.29,333.39,5.38
2006-10-26,29.27,0.66,8.56,26.28,48.11,1.00,6.26,25.64,334.96,11.81
2006-10-27,1.67,0.40,6.67,12.64,23.15,0.54,5.17,13.54,325.91,4.24
2006-10-28,4.27,0.37,10.63,8.72,15.96,0.47,7.06,28.00,340.73,3.58
2006-10-29,13.06,0.68,9.53,7.30,13.36,0.86,6.08,31.01,329.50,4.84
2006-10-30,13.99,0.34,11.01,9.91,18.14,0.46,7.53,29.13,339.64,5.28
2006-10-31,3.69,1.14,6.62,10.47,19.16,1.48,4.65,33.35,307.51,9.53
2006-11-01,11.72,0.85,4.58,7.17,13.13,1.11,3.92,29.86,299.97,6.00
2006-11-02,0.40,0.46,6.23,7.96,14.58,0.61,4.95,26.17,314.98,4.28
2006-11-03,0.80,0.58,7.42,5.43,9.93,0.76,5.13,33.70,307.84,4.71
2006-11-04,0.00,1.13,10.06,4.41,8.07,1.13,6.06,20.71,340.53,7.78
2006-11-05,0.00,1.49,11.52,3.73,6.83,1.49,6.49,10.64,350.01,10.17
2006-11-06,3.56,1.70,11.42,3.16,5.78,2.01,5.94,29.45,329.40,8.91
2006-11-07,2.98,0.37,9.04,2.92,5.34,0.49,6.18,10.09,338.23,4.22
2006-11-08,6.00,0.21,5.70,2.84,5.21,0.28,5.01,25.72,307.20,3.64
2006-11-09,1.05,0.44,4.91,3.02,5.52,0.61,4.30,32.69,287.53,4.75
2006-11-10,4.20,0.95,7.54,2.61,4.78,1.23,5.02,9.28,329.27,7.27
2006-11-11,6.34,0.83,4.84,3.43,6.28,1.16,4.28,23.43,301.38,9.02
2006-11-12,6.45,0.68,6.34,3.07,5.62,0.91,4.85,16.45,321.84,6.06
2006-11-13,4.27,0.89,7.90,3.20,5.86,1.21,5.38,25.20,311.55,9.28
2006-11-14,2.64,0.69,4.90,2.85,5.21,0.97,4.33,26.40,291.95,7.97
2006-11-15,7.57,0.38,4.71,2.63,4.82,0.51,4.47,14.73,314.73,4.09
2006-11-16,0.00,0.25,4.99,3.86,7.06,0.25,4.83,19.41,306.47,5.13
2006-11-17,12.86,0.36,4.54,5.89,10.78,0.52,4.51,7.68,315.03,5.26
2006-11-18,0.00,0.33,3.50,4.68,8.56,0.33,3.98,24.75,282.84,4.87
2006-11-19,2.73,0.64,4.14,3.10,5.68,0.91,4.11,18.61,298.55,7.28
2006-11-20,6.18,0.85,5.53,2.87,5.25,1.18,4.43,21.92,296.11,9.26
2006-11-21,10.88,0.57,6.90,5.48,10.04,0.86,5.44,14.64,321.72,9.66
2006-11-22,0.74,0.01,4.13,4.08,7.48,0.01,4.69,19.32,296.01,3.60
2006-11-23,13.53,0.10,5.80,5.69,10.42,0.15,5.44,11.74,322.54,4.69
2006-11-24,2.00,0.44,7.06,5.19,9.50,0.64,5.25,21.83,299.94,6.50
2006-11-25,0.49,0.15,7.24,3.66,6.70,0.21,5.66,17.51,312.50,4.43
2006-11-26,5.06,0.16,5.75,2.66,4.86,0.24,4.95,19.60,297.35,4.47
2006-11-27,0.36,0.70,9.52,3.27,6.00,0.97,6.07,20.45,312.10,7.93
2006-11-28,0.08,0.67,8.34,2.54,4.65,0.82,5.44,16.33,316.04,6.13
2006-11-29,7.57,0.67,7.73,3.79,6.94,0.92,5.42,13.20,321.83,7.20
2006-11-30,6.65,1.06,10.83,3.07,5.62,1.35,6.45,10.35,345.36,8.06
2006-12-01,1.10,0.52,7.98,3.17,5.80,0.75,5.45,23.20,289.11,7.54
2006-12-02,1.70,0.63,6.49,2.47,4.53,0.87,4.79,15.98,302.89,6.69
2006-12-03,3.61,0.73,7.40,2.42,4.42,1.01,5.29,11.46,322.29,8.01
2006-12-04,2.81,0.58,7.44,2.51,4.60,0.84,5.52,11.40,322.50,8.14
2006-12-05,4.01,0.09,6.01,2.42,4.43,0.14,5.20,14.13,306.07,4.33
2006-12-06,3.09,0.01,3.64,2.95,5.39,0.02,4.39,16.47,285.09,4.12
2006-12-07,4.47,0.04,4.65,3.15,5.77,0.06,4.88,9.14,315.10,3.00
2006-12-08,8.12,0.01,4.58,4.22,7.72,0.02,4.76,15.41,292.29,4.36
2006-12-09,3.19,0.19,3.42,4.49,8.22,0.29,4.22,13.49,291.56,5.15
2006-12-10,1.66,0.77,8.31,3.32,6.07,1.07,5.73,4.71,334.23,9.02
2006-12-11,5.79,0.66,4.94,2.89,5.30,0.97,4.51,10.83,307.07,9.49
2006-12-12,5.32,0.69,5.43,2.87,5.26,1.00,4.68,9.02,316.00,9.34
2006-12-13,15.61,0.41,7.52,6.53,11.96,0.64,5.78,4.56,330.88,7.89
2006-12-14,7.60,0.89,7.12,5.41,9.91,1.22,5.11,8.06,327.41,9.41
2006-12-15,0.44,0.52,4.14,4.35,7.97,0.75,4.25,8.15,311.68,6.50
2006-12-16,5.18,0.03,2.61,3.17,5.80,0.06,4.12,13.72,283.98,4.71
2006-12-17,0.02,0.00,2.36,2.95,5.41,0.00,4.11,16.61,271.94,3.12
2006-12-18,0.10,0.00,0.29,2.30,4.21,0.00,3.69,14.84,269.18,2.18
2006-12-19,0.00,0.23,5.57,2.02,3.69,0.23,4.99,10.76,309.41,5.42
2006-12-20,0.00,0.00,4.16,1.71,3.13,0.00,4.49,15.32,284.36,3.33
2006-12-21,0.45,0.38,6.17,1.49,2.73,0.55,4.95,11.70,307.90,5.65
2006-12-22,0.00,0.30,9.32,1.34,2.45,0.30,6.46,8.35,337.78,4.69
2006-12-23,0.00,0.10,6.75,1.17,2.14,0.10,5.37,11.91,311.01,3.85
2006-12-24,0.13,0.00,-0.02,1.01,1.85,0.00,3.89,17.39,260.43,1.16
2006-12-25,0.13,0.00,0.23,0.88,1.61,0.00,3.98,18.01,259.88,2.25
2006-12-26,0.00,0.00,3.59,0.81,1.48,0.00,4.53,8.07,310.29,2.19
2006-12-27,0.00,0.00,2.74,0.77,1.40,0.00,4.29,8.53,305.10,1.47
2006-12-28,0.15,0.00,2.36,0.65,1.19,0.00,4.21,13.87,284.37,3.32
2006-12-29,4.76,0.73,8.10,0.71,1.29,1.03,5.71,8.24,332.98,8.96
2006-12-30,1.18,0.51,6.07,1.21,2.22,0.78,4.95,14.24,300.64,8.52
2006-12-31,14.54,0.32,4.81,2.19,4.01,0.48,4.70,4.72,316.73,5.83
2007-01-01,4.79,0.40,4.04,4.99,9.13,0.63,4.41,9.78,307.72,7.21
2007-01-02,8.18,0.01,3.66,3.69,6.76,0.01,4.36,16.08,283.54,3.92
2007-01-03,8.18,0.46,8.36,4.83,8.84,0.67,6.03,4.93,334.99,7.21
2007-01-04,7.15,0.63,6.50,5.43,9.95,0.92,5.12,10.04,320.76,8.65
2007-01-05,0.10,0.48,6.84,4.37,8.01,0.68,5.14,15.83,302.12,6.99
2007-01-06,0.23,0.41,5.85,2.99,5.46,0.60,4.80,14.68,302.15,6.04
2007-01-07,0.43,0.23,5.49,2.32,4.24,0.35,4.79,16.30,296.26,5.12
2007-01-08,3.23,0.24,4.15,1.93,3.53,0.35,4.51,10.54,310.13,4.74
2007-01-09,5.64,0.63,5.95,2.02,3.69,0.91,4.87,12.65,312.37,8.43
2007-01-10,2.61,0.20,2.28,1.90,3.48,0.31,3.73,18.68,275.13,4.85
2007-01-11,7.14,0.81,5.01,3.22,5.90,1.17,4.49,11.81,311.67,11.27
2007-01-12,9.30,0.89,7.24,4.23,7.75,1.24,5.25,10.81,327.20,10.54
2007-01-13,10.29,0.52,5.11,6.19,11.34,0.77,4.69,10.79,317.43,7.32
2007-01-14,7.78,0.66,5.02,4.64,8.50,0.97,4.56,12.22,313.19,8.92
2007-01-15,2.18,1.00,7.02,4.40,8.06,1.35,5.02,12.37,323.41,10.45
2007-01-16,0.24,0.26,1.89,3.04,5.56,0.38,3.52,20.36,275.47,4.51
2007-01-17,0.34,0.39,2.85,2.46,4.51,0.59,3.99,14.87,297.74,6.50
2007-01-18,1.76,0.16,2.63,2.03,3.72,0.23,4.04,16.48,294.00,4.12
2007-01-19,13.62,0.27,3.84,1.89,3.45,0.40,4.27,18.90,294.45,4.92
2007-01-20,5.61,0.55,3.45,5.15,9.43,0.83,4.11,14.07,305.53,8.11
2007-01-21,2.65,0.43,2.79,4.41,8.08,0.63,3.96,13.41,304.78,6.10
2007-01-22,3.21,0.40,1.73,3.26,5.97,0.61,3.61,17.79,289.63,6.19
2007-01-23,4.68,0.18,1.47,2.82,5.16,0.26,3.67,7.73,299.42,3.84
2007-01-24,0.19,0.52,3.16,3.12,5.71,0.71,3.76,16.07,301.86,4.85
2007-01-25,2.76,0.27,3.54,2.90,5.31,0.40,4.39,15.08,309.10,5.22
2007-01-26,0.72,0.61,5.08,2.65,4.86,0.83,4.33,20.53,304.23,5.66
2007-01-27,3.91,0.42,5.43,2.41,4.42,0.61,4.86,19.71,310.59,6.21
2007-01-28,3.07,0.80,8.54,2.24,4.09,1.11,5.92,16.87,333.17,9.68
2007-01-29,0.13,0.41,7.87,2.32,4.24,0.60,5.89,20.88,323.35,6.57
2007-01-30,0.96,0.81,7.58,1.95,3.58,1.09,5.36,19.98,323.66,8.15
2007-01-31,0.72,0.43,9.64,1.55,2.84,0.62,6.66,27.77,322.15,7.06
2007-02-01,3.19,0.87,9.96,1.43,2.61,1.13,6.25,19.69,338.97,7.03
2007-02-02,0.04,0.73,6.80,1.45,2.65,0.80,4.90,40.97,288.85,7.36
2007-02-03,1.51,0.93,6.58,1.11,2.04,1.20,4.47,35.33,296.57,6.54
2007-02-04,7.17,0.49,4.44,1.35,2.47,0.67,4.31,23.88,306.69,4.89
2007-02-05,6.90,0.60,1.73,2.05,3.75,0.83,3.33,26.66,288.46,5.58
2007-02-06,2.58,0.39,1.48,2.08,3.81,0.54,3.42,33.04,280.24,4.41
2007-02-07,1.34,0.05,-0.68,1.82,3.32,0.07,3.07,44.38,257.06,2.16
2007-02-08,7.45,0.28,0.98,1.60,2.93,0.41,3.49,39.17,273.46,4.58
2007-02-09,1.69,0.46,2.46,2.35,4.31,0.66,3.74,35.84,285.59,5.32
2007-02-10,9.80,1.01,2.58,2.17,3.97,1.35,3.39,26.76,296.69,9.02
2007-02-11,16.59,0.30,3.32,10.61,19.42,0.54,4.44,12.97,309.81,9.26
2007-02-12,7.27,0.06,5.17,10.53,19.28,0.09,5.28,13.31,319.78,4.55
2007-02-13,0.86,0.10,5.02,5.46,10.00,0.13,5.08,40.37,300.58,2.66
2007-02-14,0.59,0.36,4.55,3.84,7.02,0.48,4.51,38.47,299.77,3.84
2007-02-15,1.41,1.10,7.50,2.95,5.40,1.42,5.09,31.49,322.47,8.93
2007-02-16,0.00,1.05,7.78,2.46,4.50,1.05,5.00,36.97,318.18,6.45
2007-02-17,0.95,0.37,5.46,1.98,3.63,0.49,4.72,67.66,276.70,3.73
2007-02-18,0.14,0.19,3.08,1.59,2.91,0.24,4.18,54.93,280.54,2.40
2007-02-19,2.56,0.46,5.57,1.30,2.39,0.62,4.93,28.23,320.56,4.69
2007-02-20,0.16,0.45,7.14,1.68,3.08,0.60,5.56,52.88,305.90,4.83
2007-02-21,1.67,0.17,4.81,1.37,2.50,0.23,5.11,31.68,316.01,2.95
2007-02-22,10.38,0.23,6.16,3.94,7.22,0.38,5.55,17.17,324.57,7.32
2007-02-23,0.54,0.32,6.96,3.15,5.76,0.44,5.79,36.98,323.37,4.41
2007-02-24,1.28,0.16,6.84,2.03,3.71,0.23,6.05,32.55,327.77,3.89
2007-02-25,8.61,0.24,5.87,1.94,3.55,0.31,5.41,32.93,322.79,2.81
2007-02-26,0.67,0.63,3.05,2.95,5.40,0.84,3.81,57.87,285.80,4.87
2007-02-27,9.90,0.40,3.32,5.22,9.55,0.59,4.36,35.57,308.45,5.69
2007-02-28,5.09,0.60,6.44,3.47,6.35,0.81,5.24,44.97,317.20,5.70
2007-03-01,2.27,0.71,3.86,2.90,5.30,0.97,4.18,58.06,294.62,6.51
2007-03-02,0.14,0.56,2.91,2.16,3.96,0.68,3.73,83.14,271.59,2.86
2007-03-03,0.00,0.60,5.22,1.75,3.20,0.60,4.71,98.91,275.03,3.57
