date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1999-10-18,0.13,0.99,8.70,0.60,1.09,1.13,5.28,31.03,333.99,4.75
1999-10-19,1.55,0.90,8.79,0.58,1.05,1.11,5.44,56.79,307.26,5.06
1999-10-20,3.44,1.02,8.37,0.53,0.97,1.29,5.31,56.91,303.52,6.67
1999-10-21,5.59,1.71,8.16,0.54,0.98,2.05,4.72,28.44,330.22,9.82
1999-10-22,10.34,0.69,10.13,3.44,6.29,0.95,6.80,38.77,331.77,7.88
1999-10-23,4.35,0.28,10.94,5.97,10.93,0.38,7.68,30.15,344.34,4.68
1999-10-24,5.09,0.30,10.62,3.48,6.38,0.39,7.32,38.48,333.01,3.86
1999-10-25,1.86,0.11,10.66,4.57,8.38,0.15,7.60,14.26,346.71,4.14
1999-10-26,2.94,0.41,8.43,2.74,5.02,0.52,6.01,25.72,333.93,3.58
1999-10-27,2.69,0.62,10.17,2.46,4.50,0.83,6.80,24.86,342.99,6.41
1999-10-28,0.07,1.15,8.07,1.86,3.40,1.38,4.99,50.56,295.35,7.76
1999-10-29,0.00,1.09,9.54,1.39,2.54,1.09,5.62,25.08,336.33,5.98
1999-10-30,0.25,1.17,12.46,1.15,2.11,1.46,7.34,23.33,353.62,8.34
1999-10-31,1.28,1.54,9.71,1.20,2.19,1.89,5.63,35.52,320.33,11.11
1999-11-01,0.96,0.93,9.12,1.01,1.85,1.21,5.88,29.48,325.99,7.88
1999-11-02,0.78,0.90,6.64,0.87,1.60,1.20,4.83,32.48,306.86,8.03
1999-11-03,0.08,1.09,10.70,0.74,1.35,1.27,6.36,20.30,345.40,7.21
1999-11-04,7.33,0.91,9.26,0.83,1.52,1.18,5.96,20.66,336.86,7.46
1999-11-05,6.01,0.42,6.60,2.07,3.79,0.59,5.23,10.64,325.73,5.32
1999-11-06,0.51,0.69,5.39,1.93,3.53,0.94,4.37,34.50,291.21,6.40
1999-11-07,0.78,0.35,7.42,1.38,2.52,0.47,5.67,18.17,329.69,4.22
1999-11-08,0.56,0.27,8.23,1.17,2.15,0.37,5.89,33.55,306.71,4.45
1999-11-09,0.11,0.19,7.52,0.98,1.79,0.23,5.68,28.89,309.79,3.63
1999-11-10,0.00,0.06,7.01,0.83,1.52,0.06,5.76,18.11,325.63,2.12
1999-11-11,0.11,0.07,7.42,0.76,1.39,0.08,5.82,16.67,329.23,1.78
1999-11-12,0.00,0.08,8.43,0.72,1.31,0.08,6.29,15.80,335.21,2.02
1999-11-13,11.89,0.28,8.68,0.81,1.49,0.39,6.30,15.82,335.45,4.26
1999-11-14,1.45,0.09,7.82,4.95,9.06,0.11,5.91,16.32,329.29,2.15
1999-11-15,3.73,0.42,5.77,2.63,4.82,0.57,4.72,21.22,306.39,4.66
1999-11-16,7.67,0.29,3.16,3.40,6.23,0.45,4.05,27.95,278.09,5.79
1999-11-17,3.68,0.69,1.86,4.06,7.43,0.98,3.30,21.85,280.88,7.23
1999-11-18,0.84,0.86,3.56,3.74,6.85,1.17,3.68,19.93,292.30,8.02
1999-11-19,0.04,0.29,3.76,2.67,4.88,0.34,3.96,23.29,285.48,3.90
1999-11-20,0.99,0.11,4.61,2.04,3.73,0.14,4.72,13.75,313.16,2.77
1999-11-21,3.54,0.00,6.50,2.02,3.69,0.00,5.67,6.92,326.24,2.30
1999-11-22,0.45,0.19,5.83,2.07,3.78,0.27,5.07,18.80,305.11,4.53
1999-11-23,8.46,0.75,9.33,1.74,3.19,1.01,6.08,15.17,330.33,7.62
1999-11-24,0.52,0.19,6.66,2.87,5.25,0.27,5.45,15.11,316.84,4.41
1999-11-25,3.25,0.33,5.82,2.21,4.05,0.47,5.01,13.31,315.96,5.20
1999-11-26,1.47,1.26,7.90,2.21,4.04,1.63,5.10,14.01,321.93,11.45
1999-11-27,2.85,0.57,4.76,1.72,3.15,0.80,4.33,13.53,306.83,6.30
1999-11-28,24.76,0.40,6.13,6.90,12.63,0.62,5.26,10.38,323.67,7.56
1999-11-29,1.20,0.36,2.02,5.94,10.87,0.53,3.32,23.85,258.86,5.21
1999-11-30,8.91,0.94,7.64,4.45,8.14,1.32,5.48,11.28,326.58,13.17
1999-12-01,13.11,0.26,2.56,5.46,10.00,0.40,3.94,14.57,289.88,5.65
1999-12-02,3.41,0.41,1.89,6.05,11.07,0.64,3.69,11.35,295.30,7.01
1999-12-03,5.74,0.19,0.43,4.00,7.33,0.29,3.41,5.26,294.10,4.40
1999-12-04,13.51,0.25,0.71,3.82,6.99,0.38,3.48,9.19,294.42,5.06
1999-12-05,7.49,0.23,2.01,6.71,12.28,0.36,3.90,5.31,302.52,5.52
1999-12-06,1.93,0.68,8.27,10.01,18.32,0.99,5.83,12.99,320.11,10.24
1999-12-07,2.03,0.38,3.79,4.96,9.09,0.60,4.29,12.87,296.79,7.40
1999-12-08,7.87,0.51,5.08,5.57,10.19,0.74,4.55,10.03,312.16,6.47
1999-12-09,4.28,0.27,3.91,5.05,9.25,0.41,4.42,6.80,311.89,5.22
1999-12-10,0.60,0.00,0.39,3.82,6.99,0.00,3.50,17.64,261.86,2.27
1999-12-11,0.68,0.31,1.09,3.16,5.79,0.45,3.39,9.90,290.57,4.69
1999-12-12,0.87,0.41,0.92,2.66,4.87,0.57,2.99,14.24,270.98,4.64
1999-12-13,6.91,0.23,0.64,2.23,4.09,0.36,3.32,12.88,276.75,5.09
1999-12-14,2.03,0.55,2.03,2.31,4.23,0.84,3.54,13.24,281.23,8.31
1999-12-15,3.45,0.45,2.53,2.57,4.71,0.65,3.73,7.93,302.80,5.60
1999-12-16,9.17,0.40,4.56,3.97,7.27,0.61,4.61,8.07,314.77,6.92
1999-12-17,2.13,0.50,2.21,5.03,9.21,0.81,3.77,10.57,292.38,9.38
1999-12-18,2.47,0.37,-1.72,2.34,4.28,0.59,2.70,10.36,272.55,6.32
1999-12-19,0.79,0.42,-0.69,2.02,3.70,0.65,2.82,14.66,260.51,6.78
1999-12-20,2.95,0.32,-0.39,1.84,3.37,0.45,2.88,7.86,287.67,3.75
1999-12-21,2.55,0.49,3.36,3.99,7.30,0.73,3.99,11.56,293.64,7.25
1999-12-22,10.65,0.23,4.91,8.97,16.42,0.37,4.91,4.42,317.77,6.36
1999-12-23,0.40,0.50,4.52,5.15,9.43,0.76,4.47,10.06,306.22,8.04
1999-12-24,18.66,0.77,5.29,3.80,6.96,1.10,4.52,9.68,311.07,9.54
1999-12-25,5.42,0.47,3.26,10.31,18.87,0.76,4.18,4.47,308.63,9.26
1999-12-26,3.09,0.20,1.96,5.15,9.42,0.31,3.94,8.23,301.44,5.37
1999-12-27,5.84,0.26,2.00,3.74,6.85,0.40,3.77,9.72,295.59,5.18
1999-12-28,5.78,0.12,1.61,5.52,10.11,0.18,3.72,11.91,286.18,4.32
1999-12-29,5.86,0.04,2.15,4.64,8.50,0.06,3.86,14.29,280.54,3.80
1999-12-30,2.37,0.01,3.63,5.11,9.35,0.02,4.61,8.97,309.09,3.19
1999-12-31,4.74,0.19,4.59,4.83,8.83,0.28,4.77,8.69,314.85,4.80
2000-01-01,8.41,0.57,5.82,4.69,8.59,0.82,4.82,9.53,317.32,7.17
2000-01-02,1.36,0.77,5.29,5.11,9.36,1.07,4.35,13.03,300.74,8.24
2000-01-03,0.77,1.33,4.97,3.76,6.88,1.73,4.00,9.53,311.74,13.28
2000-01-04,2.02,0.44,2.47,3.03,5.55,0.68,3.87,5.01,304.20,7.43
2000-01-05,2.69,0.73,5.69,2.80,5.13,1.04,4.71,9.16,319.90,8.70
2000-01-06,0.19,0.79,4.18,2.43,4.46,1.10,3.86,17.39,281.64,8.36
2000-01-07,6.95,0.97,6.98,2.35,4.31,1.33,5.08,11.02,321.26,11.66
2000-01-08,4.52,0.77,3.91,2.60,4.76,1.13,4.11,11.62,303.99,10.82
2000-01-09,0.69,0.23,1.88,2.27,4.16,0.37,3.71,18.55,272.75,6.15
2000-01-10,1.57,0.64,5.16,2.17,3.97,0.92,4.54,12.31,310.07,7.96
2000-01-11,2.11,0.40,4.52,1.94,3.55,0.58,4.53,10.56,313.69,5.81
2000-01-12,0.42,0.15,2.34,1.72,3.15,0.23,3.94,16.29,286.36,4.67
2000-01-13,1.22,0.15,2.21,1.56,2.85,0.23,3.97,15.09,290.59,4.89
2000-01-14,0.67,0.38,2.23,1.37,2.50,0.53,3.56,12.31,297.59,4.18
2000-01-15,0.25,0.08,3.56,1.39,2.55,0.13,4.56,13.71,304.07,4.50
2000-01-16,0.11,0.54,6.68,1.44,2.63,0.78,5.33,15.64,314.60,9.37
2000-01-17,2.95,0.51,7.50,1.34,2.44,0.79,5.73,16.64,317.39,10.01
2000-01-18,3.82,0.20,6.89,1.70,3.12,0.30,5.60,17.35,313.90,5.41
2000-01-19,1.82,0.13,5.19,2.16,3.96,0.18,4.98,13.94,314.98,3.48
2000-01-20,1.47,0.15,5.71,1.93,3.53,0.24,5.20,19.24,305.63,5.38
2000-01-21,4.83,0.50,5.38,2.52,4.62,0.73,4.78,14.66,315.19,6.83
2000-01-22,3.08,0.69,3.84,2.92,5.35,1.00,4.06,17.65,300.07,8.48
2000-01-23,4.45,0.26,3.51,2.66,4.87,0.38,4.25,18.26,299.37,4.70
2000-01-24,0.08,0.00,3.97,2.68,4.90,0.00,4.61,24.81,289.23,3.29
2000-01-25,0.51,0.00,2.28,1.89,3.46,0.00,4.09,29.04,273.24,2.95
2000-01-26,2.86,0.08,4.28,1.66,3.04,0.12,4.83,18.64,307.09,4.10
2000-01-27,5.10,0.35,4.59,2.08,3.81,0.54,4.68,10.57,315.74,6.45
2000-01-28,5.09,0.37,5.75,2.49,4.56,0.57,5.13,19.89,313.51,7.20
2000-01-29,2.68,1.28,4.42,3.01,5.51,1.71,3.99,20.65,303.35,16.35
2000-01-30,13.49,0.34,3.05,4.36,7.99,0.52,4.17,9.35,307.75,6.40
2000-01-31,4.12,0.48,4.01,4.14,7.59,0.67,4.24,17.19,311.54,5.28
2000-02-01,4.24,0.53,5.24,3.87,7.09,0.79,4.70,33.15,293.46,7.92
2000-02-02,4.84,0.84,3.31,4.01,7.34,1.20,3.81,32.45,284.52,10.43
2000-02-03,0.29,0.37,5.02,3.06,5.60,0.53,4.77,23.66,310.06,5.38
2000-02-04,0.02,0.55,10.23,2.44,4.47,0.61,7.00,20.98,341.69,8.40
2000-02-05,1.21,0.67,9.48,1.91,3.50,0.91,6.33,23.04,335.45,6.92
2000-02-06,2.09,0.79,6.29,1.80,3.29,1.08,4.88,21.84,320.96,7.90
2000-02-07,10.11,0.68,4.40,2.81,5.14,0.99,4.34,15.57,313.83,8.67
2000-02-08,6.60,0.29,4.45,4.37,8.00,0.45,4.73,11.97,315.35,6.37
2000-02-09,0.54,0.92,6.03,3.16,5.79,1.25,4.72,28.40,313.21,9.43
2000-02-10,4.96,0.92,4.56,2.83,5.18,1.29,4.28,32.86,300.99,11.67
2000-02-11,0.49,0.90,6.06,2.22,4.07,1.23,4.74,35.09,307.04,9.35
2000-02-12,6.61,0.47,1.53,1.92,3.51,0.76,3.71,32.17,289.85,8.84
2000-02-13,1.30,0.47,2.09,2.22,4.06,0.69,3.71,49.68,272.91,6.32
2000-02-14,5.73,0.52,3.18,3.03,5.56,0.77,4.10,28.22,304.24,6.96
2000-02-15,3.98,0.40,2.06,2.70,4.94,0.60,3.81,45.30,281.02,5.92
2000-02-16,2.19,0.31,0.37,2.33,4.26,0.46,3.36,55.32,263.41,4.74
2000-02-17,2.92,0.17,1.04,1.83,3.35,0.22,3.57,55.47,268.26,2.43
2000-02-18,4.89,0.30,2.58,3.72,6.82,0.41,4.03,40.23,292.71,3.79
2000-02-19,0.27,0.28,1.66,2.71,4.96,0.36,3.69,48.68,280.38,3.04
2000-02-20,1.70,0.42,1.34,2.07,3.78,0.57,3.45,34.50,292.48,3.77
2000-02-21,0.10,0.52,3.55,1.94,3.55,0.69,4.12,65.45,275.97,5.36
2000-02-22,0.09,0.55,3.05,1.47,2.69,0.66,3.82,49.17,288.98,4.29
2000-02-23,2.75,0.87,5.87,1.37,2.50,1.19,4.75,42.90,310.65,8.48
2000-02-24,8.80,0.59,2.01,1.63,2.99,0.91,3.78,62.74,275.48,9.01
2000-02-25,0.40,0.70,4.17,3.13,5.73,1.01,4.35,56.39,292.69,8.46
2000-02-26,0.87,0.91,5.95,2.22,4.06,1.20,4.70,41.09,315.01,7.59
2000-02-27,1.37,0.62,5.12,1.71,3.13,0.92,4.82,39.91,313.77,8.52
2000-02-28,1.33,0.75,3.00,1.63,2.98,1.12,4.00,57.41,289.18,10.93
2000-02-29,6.13,0.76,3.59,1.92,3.52,1.05,4.08,59.16,291.36,7.56
2000-03-01,3.54,0.80,1.88,2.51,4.59,1.09,3.46,74.69,272.54,7.01
2000-03-02,5.94,0.63,2.91,3.03,5.55,0.93,4.04,49.23,298.49,7.98
2000-03-03,2.20,0.76,1.03,3.10,5.67,1.12,3.38,59.62,281.78,9.94
2000-03-04,0.79,0.79,-0.53,1.82,3.33,1.08,2.78,70.88,265.79,6.53
2000-03-05,0.20,0.61,4.34,2.03,3.71,0.89,4.58,44.42,311.55,8.04
2000-03-06,21.29,0.84,8.33,3.62,6.63,1.16,6.01,53.38,326.84,9.64
2000-03-07,6.42,0.37,5.11,9.01,16.50,0.49,5.10,47.03,315.83,3.66
2000-03-08,6.56,1.76,9.15,4.90,8.97,2.15,5.56,89.14,307.55,13.56
2000-03-09,4.54,0.62,5.20,4.94,9.05,0.79,4.68,51.45,313.46,3.91
2000-03-10,4.30,0.76,7.31,4.86,8.90,1.07,5.70,65.39,317.51,9.01
2000-03-11,0.64,1.05,6.89,3.40,6.22,1.37,5.15,71.79,311.14,8.79
2000-03-12,0.68,0.81,8.44,2.45,4.49,1.06,6.05,61.57,326.68,6.64
2000-03-13,7.47,0.75,6.80,2.26,4.13,1.01,5.41,58.98,320.39,6.76
2000-03-14,4.70,1.07,2.74,3.34,6.12,1.41,3.66,100.76,275.10,8.63
2000-03-15,0.28,0.79,7.26,3.20,5.86,1.09,5.64,58.49,324.36,8.68
2000-03-16,0.00,1.26,8.86,2.11,3.87,1.26,5.65,53.66,334.45,7.58
2000-03-17,0.36,1.19,7.73,1.63,2.98,1.45,5.24,75.39,317.48,6.48
2000-03-18,0.00,1.18,5.21,1.26,2.30,1.18,4.10,137.12,270.98,3.43
2000-03-19,0.10,1.95,9.41,1.24,2.27,2.10,5.33,125.70,299.28,8.55
2000-03-20,1.66,1.29,8.95,0.96,1.75,1.56,5.77,91.69,318.01,6.66
2000-03-21,0.30,0.93,5.27,0.86,1.57,1.13,4.47,83.59,303.64,4.13
2000-03-22,0.19,0.86,2.75,0.76,1.40,1.02,3.69,104.22,281.26,3.05
2000-03-23,5.14,1.04,2.61,0.57,1.04,1.31,3.60,107.90,279.30,5.58
2000-03-24,0.06,0.58,5.51,0.89,1.62,0.74,5.02,32.43,320.59,8.70
2000-03-25,0.04,1.22,4.87,0.85,1.55,1.27,4.19,146.71,274.29,3.42
2000-03-26,0.17,1.08,4.30,0.73,1.33,1.22,4.33,153.74,271.29,2.55
2000-03-27,0.00,0.97,4.39,0.62,1.13,0.97,3.37,34.06,309.44,3.74
2000-03-28,0.13,0.71,4.69,0.54,0.99,0.77,4.10,72.89,308.95,1.35
2000-03-29,0.00,0.30,6.47,0.51,0.94,0.30,5.08,35.14,324.83,1.22
2000-03-30,0.10,0.35,6.90,0.47,0.87,0.38,5.33,39.02,327.25,1.29
2000-03-31,13.14,0.50,6.47,0.51,0.94,0.56,5.55,56.09,325.66,1.84
2000-04-01,13.93,0.63,3.60,4.47,8.19,0.88,4.48,72.11,308.34,6.49
2000-04-02,3.13,0.82,1.24,3.98,7.29,1.14,3.47,71.45,295.43,8.08
2000-04-03,0.64,1.35,0.97,2.79,5.12,1.63,3.00,168.12,255.21,5.68
2000-04-04,1.67,1.42,2.00,2.48,4.55,1.71,3.27,171.57,260.04,5.99
2000-04-05,0.00,1.73,4.60,2.38,4.35,1.73,3.61,162.21,275.18,5.00
2000-04-06,0.00,2.11,6.05,1.44,2.64,2.11,3.77,185.26,272.78,5.41
2000-04-07,1.01,1.30,6.07,1.06,1.95,1.56,4.40,73.40,319.99,5.65
2000-04-08,0.05,1.18,7.26,0.87,1.59,1.28,4.89,81.88,323.89,3.53
2000-04-09,0.00,0.87,6.44,0.68,1.25,0.87,4.47,78.85,320.57,1.15
2000-04-10,1.36,0.72,5.78,0.64,1.18,0.87,4.86,59.17,321.15,3.26
2000-04-11,16.88,0.46,3.89,2.20,4.02,0.63,4.51,42.16,312.35,4.85
2000-04-12,8.29,0.88,4.52,6.09,11.15,1.23,4.61,78.93,314.13,9.97
2000-04-13,1.84,1.47,3.91,3.12,5.71,1.83,3.93,141.25,288.23,9.96
2000-04-14,0.51,1.43,3.14,1.99,3.64,1.69,3.53,140.50,283.96,5.15
2000-04-15,2.26,1.68,3.80,1.39,2.54,1.93,3.39,153.85,281.41,4.67
2000-04-16,1.96,1.27,3.55,1.47,2.69,1.41,3.94,149.83,285.86,2.49
2000-04-17,7.86,0.92,3.41,1.68,3.07,1.08,4.40,120.40,297.52,3.05
2000-04-18,2.16,1.10,5.62,2.88,5.27,1.26,5.07,129.18,306.19,3.05
2000-04-19,6.72,1.39,5.91,2.51,4.59,1.57,5.03,166.61,296.03,3.24
2000-04-20,0.43,2.05,9.36,3.62,6.63,2.33,5.83,190.82,304.91,6.62
2000-04-21,0.34,1.92,9.27,1.83,3.36,2.14,5.71,169.25,311.51,4.66
2000-04-22,0.42,1.90,8.18,1.31,2.40,2.02,5.68,205.48,296.79,2.03
2000-04-23,12.56,1.41,7.07,1.75,3.20,1.56,5.57,159.67,306.66,2.91
2000-04-24,4.60,0.74,4.81,4.20,7.69,0.99,4.98,88.89,316.80,6.45
2000-04-25,2.83,1.07,4.46,2.72,4.99,1.38,4.42,92.44,312.84,7.71
2000-04-26,17.92,1.39,5.12,4.51,8.26,1.76,4.44,113.12,309.78,10.55
2000-04-27,0.17,1.28,7.60,8.09,14.82,1.52,5.97,156.14,312.77,5.24
2000-04-28,0.15,0.90,8.04,3.29,6.02,1.05,6.35,98.68,331.53,3.22
2000-04-29,0.05,0.98,8.10,2.28,4.18,1.05,6.34,104.26,330.53,2.44
2000-04-30,0.00,2.36,10.06,1.74,3.19,2.36,6.28,234.75,302.40,3.22
2000-05-01,0.00,1.22,7.92,1.35,2.48,1.22,5.94,121.93,324.92,2.37
2000-05-02,0.09,1.80,8.16,1.11,2.03,1.94,5.73,186.50,308.24,2.85
2000-05-03,0.04,2.12,8.82,0.90,1.64,2.15,5.51,205.90,304.90,1.57
2000-05-04,0.00,2.74,8.58,0.75,1.37,2.74,5.44,284.88,282.44,2.05
2000-05-05,0.00,2.41,8.26,0.60,1.10,2.41,5.42,252.27,290.80,3.29
2000-05-06,0.00,1.96,8.30,0.55,1.01,1.96,5.74,204.87,305.56,4.10
2000-05-07,0.00,2.58,10.09,0.51,0.93,2.58,6.51,253.83,302.81,1.62
2000-05-08,0.04,3.25,10.95,0.46,0.84,3.31,6.12,308.83,289.71,3.59
2000-05-09,0.00,1.92,9.44,0.37,0.69,1.92,6.26,184.86,318.00,2.59
2000-05-10,0.06,1.60,8.95,0.26,0.47,1.66,5.87,139.48,326.85,3.00
2000-05-11,0.00,2.69,8.46,0.24,0.43,2.69,5.26,273.40,288.10,4.02
2000-05-12,0.00,3.22,10.04,0.21,0.39,3.22,5.78,321.36,283.92,5.33
2000-05-13,0.00,3.80,11.97,0.20,0.36,3.80,5.86,318.54,291.73,5.42
2000-05-14,0.00,3.52,13.70,0.20,0.36,3.52,7.26,292.05,312.23,3.84
2000-05-15,0.35,2.42,13.58,0.18,0.34,2.61,7.28,154.69,347.19,4.65
2000-05-16,0.54,1.79,10.94,0.18,0.33,1.97,6.68,139.51,338.48,3.86
2000-05-17,2.55,1.89,8.80,0.24,0.45,2.08,5.83,176.90,318.49,3.77
2000-05-18,1.36,1.84,8.66,0.24,0.45,2.04,5.61,158.80,321.94,4.11
2000-05-19,0.46,1.74,7.21,0.23,0.42,1.95,5.18,167.11,312.87,4.04
2000-05-20,0.81,1.99,8.62,0.17,0.31,2.15,5.48,177.64,317.19,2.91
2000-05-21,2.73,1.47,9.55,0.17,0.31,1.64,6.47,130.87,334.96,3.38
2000-05-22,1.16,3.17,9.04,0.18,0.33,3.37,4.83,285.38,289.12,4.05
2000-05-23,3.85,2.11,8.56,0.20,0.36,2.38,5.46,184.08,315.91,6.30
2000-05-24,5.76,2.88,8.37,0.31,0.57,3.12,5.12,288.26,288.49,4.88
2000-05-25,3.75,2.52,7.82,0.66,1.22,2.67,5.14,251.71,295.90,2.46
2000-05-26,1.31,2.78,7.74,0.66,1.22,2.92,5.18,287.46,287.54,2.41
2000-05-27,14.77,0.56,6.94,1.98,3.63,0.74,5.81,61.26,328.39,4.77
2000-05-28,1.62,1.58,7.85,2.71,4.96,1.78,5.58,145.88,323.37,3.99
2000-05-29,0.75,2.21,7.63,1.14,2.09,2.42,5.10,212.36,305.38,4.29
2000-05-30,2.36,2.25,7.77,0.71,1.31,2.48,5.16,218.03,305.02,4.61
2000-05-31,3.61,2.63,8.33,0.59,1.08,2.82,5.18,251.41,299.38,3.71
2000-06-01,2.36,1.79,11.52,0.71,1.29,2.01,7.16,140.55,343.52,5.09
2000-06-02,0.07,3.44,8.74,0.57,1.04,3.61,4.50,305.68,281.95,5.78
2000-06-03,0.00,3.05,7.81,0.39,0.70,3.05,4.58,297.93,281.72,3.67
2000-06-04,0.01,1.94,7.08,0.30,0.56,1.97,4.15,108.66,323.52,5.19
2000-06-05,0.02,2.45,8.06,0.25,0.46,2.50,4.53,191.32,309.69,4.47
2000-06-06,2.43,2.21,8.97,0.23,0.42,2.36,5.58,199.34,315.65,2.52
2000-06-07,1.02,3.50,10.43,0.22,0.41,3.74,5.37,303.10,294.33,5.19
2000-06-08,3.69,1.23,9.84,0.21,0.38,1.45,6.66,99.04,342.23,5.34
2000-06-09,0.88,2.52,11.55,0.22,0.41,2.70,6.43,194.52,330.16,3.87
2000-06-10,0.80,3.23,11.64,0.19,0.35,3.45,6.06,255.75,314.27,5.11
2000-06-11,1.49,3.00,10.86,0.19,0.34,3.27,6.01,251.50,312.33,6.88
2000-06-12,1.29,1.89,12.26,0.18,0.33,2.13,7.51,143.74,347.34,5.76
2000-06-13,2.15,3.91,10.96,0.30,0.55,4.28,5.34,299.82,297.57,12.73
2000-06-14,1.57,3.53,10.61,0.14,0.25,3.80,5.49,301.73,296.78,6.62
2000-06-15,0.21,3.52,9.69,0.13,0.23,3.76,5.11,319.06,287.31,5.37
2000-06-16,0.00,3.09,9.26,0.10,0.18,3.09,5.19,282.86,295.36,3.88
2000-06-17,1.24,1.71,12.84,0.10,0.19,1.93,7.97,126.26,354.27,5.40
2000-06-18,7.69,2.60,13.29,0.11,0.20,2.77,7.84,213.74,336.68,3.65
2000-06-19,0.07,2.26,12.94,0.14,0.25,2.36,7.60,176.12,343.30,3.33
2000-06-20,0.00,1.86,13.01,0.13,0.23,1.86,8.16,150.84,349.82,4.01
2000-06-21,5.34,1.86,13.36,0.12,0.23,2.05,8.19,140.23,353.74,4.44
2000-06-22,9.34,1.65,11.65,0.16,0.30,1.82,7.49,137.47,346.05,3.68
2000-06-23,4.68,1.35,10.42,0.36,0.66,1.62,7.06,118.86,344.17,6.67
2000-06-24,0.28,1.55,9.53,0.50,0.91,1.80,6.27,120.87,338.85,5.85
2000-06-25,0.03,2.01,8.43,0.41,0.75,2.06,5.29,163.16,321.77,4.57
2000-06-26,0.28,2.37,9.50,0.28,0.52,2.53,5.30,190.80,319.37,3.02
2000-06-27,0.00,2.27,9.34,0.20,0.36,2.27,5.57,198.16,317.84,2.15
2000-06-28,0.00,2.43,9.20,0.16,0.28,2.43,5.15,198.51,315.57,3.13
2000-06-29,0.18,1.22,8.50,0.13,0.24,1.41,5.17,63.68,333.81,3.99
2000-06-30,1.62,1.43,9.70,0.13,0.23,1.62,6.41,113.74,340.72,4.02
2000-07-01,0.07,1.46,11.18,0.12,0.22,1.54,7.35,122.00,346.87,2.51
2000-07-02,0.00,1.74,12.16,0.12,0.21,1.74,7.81,146.98,346.01,2.33
2000-07-03,0.39,2.11,11.81,0.10,0.19,2.22,7.27,178.98,336.37,1.98
2000-07-04,0.10,0.80,10.65,0.10,0.18,0.91,7.00,63.02,346.44,2.79
2000-07-05,0.97,1.89,9.71,0.10,0.18,2.09,5.87,142.75,333.00,4.04
2000-07-06,1.21,2.03,9.33,0.10,0.18,2.21,5.46,153.29,327.55,3.67
2000-07-07,1.95,0.85,10.79,0.10,0.18,1.03,7.19,62.51,347.21,4.68
2000-07-08,7.38,1.35,11.33,0.12,0.21,1.51,7.57,115.86,348.55,3.54
2000-07-09,1.68,1.25,11.20,0.22,0.40,1.40,7.77,116.34,347.82,3.20
2000-07-10,0.32,2.08,10.54,0.18,0.33,2.35,6.55,178.10,328.86,6.74
2000-07-11,0.64,2.39,9.64,0.14,0.26,2.65,5.55,184.46,320.48,5.98
2000-07-12,1.88,2.32,10.93,0.12,0.21,2.47,6.07,182.02,327.84,2.93
2000-07-13,0.92,2.10,11.97,0.11,0.21,2.33,7.20,165.42,338.86,5.61
2000-07-14,0.99,1.76,11.10,0.11,0.20,2.01,6.91,133.90,342.11,6.19
2000-07-15,0.02,2.27,10.39,0.10,0.18,2.32,5.92,164.39,329.19,5.70
2000-07-16,0.00,2.88,10.14,0.09,0.16,2.88,5.55,248.69,304.47,4.01
2000-07-17,0.00,1.85,10.60,0.08,0.15,1.85,6.90,167.84,331.14,2.95
2000-07-18,0.14,1.86,14.37,0.08,0.14,1.99,8.35,116.44,362.01,4.32
2000-07-19,0.00,2.42,14.48,0.07,0.14,2.43,8.27,168.86,349.54,5.52
2000-07-20,0.00,2.95,13.94,0.07,0.13,2.95,7.99,246.01,327.34,4.69
2000-07-21,0.00,3.28,14.39,0.07,0.13,3.28,8.08,275.30,321.68,3.17
2000-07-22,0.00,2.89,13.88,0.07,0.12,2.89,8.01,243.87,327.08,2.27
2000-07-23,0.00,1.42,12.46,0.06,0.11,1.42,8.11,119.66,351.27,3.48
2000-07-24,1.98,0.93,11.37,0.06,0.12,1.13,7.64,76.14,350.00,5.34
2000-07-25,2.45,0.67,11.86,0.07,0.14,0.80,8.35,71.97,352.21,3.85
2000-07-26,0.08,1.55,13.20,0.08,0.15,1.61,8.93,141.43,349.20,1.97
2000-07-27,0.08,1.81,13.85,0.09,0.16,1.87,9.03,158.01,348.14,1.72
2000-07-28,0.05,1.58,13.40,0.07,0.13,1.62,8.80,138.37,350.43,1.71
2000-07-29,0.02,1.27,13.15,0.07,0.12,1.29,8.66,108.41,356.19,1.65
2000-07-30,0.13,1.36,13.13,0.06,0.12,1.40,8.29,108.19,356.06,2.04
2000-07-31,0.00,1.33,13.35,0.06,0.12,1.34,8.85,119.96,353.93,3.90
2000-08-01,1.88,1.32,14.19,0.07,0.13,1.50,9.34,114.74,358.69,4.60
2000-08-02,0.58,1.47,13.13,0.07,0.14,1.60,8.65,132.05,349.25,2.88
2000-08-03,0.07,1.34,12.39,0.07,0.12,1.46,7.82,103.78,352.79,3.08
2000-08-04,0.06,1.85,13.71,0.07,0.12,1.97,8.09,122.11,353.83,5.62
2000-08-05,2.05,1.89,14.99,0.07,0.13,2.10,9.00,131.76,357.30,5.52
2000-08-06,0.12,2.83,13.83,0.07,0.12,3.07,7.61,216.97,325.46,6.58
2000-08-07,0.00,1.75,11.84,0.06,0.11,1.76,7.06,143.44,337.15,2.55
2000-08-08,0.07,1.41,12.46,0.06,0.11,1.49,8.24,129.29,345.08,2.70
